Education,Coverage,Emirate,Marital Status,Country,support,Occupation,Gender
Master,,Abu Dhabi,Single,,0.01240694789081886,Employed,F
High School or Below,,Sharjah,Married,India,0.01240694789081886,Employed,
Bachelor,Extended,Dubai,,Pakistan,0.01240694789081886,Employed,
Bachelor,Extended,Abu Dhabi,,Pakistan,0.01240694789081886,,F
High School or Below,,Sharjah,Single,,0.01240694789081886,Employed,F
Bachelor,Basic,,Single,,0.01240694789081886,Employed,M
High School or Below,Extended,Sharjah,Married,,0.01240694789081886,,M
Bachelor,Basic,Abu Dhabi,,India,0.01240694789081886,,M
,Extended,Sharjah,Married,Philipines,0.01240694789081886,Employed,
High School or Below,Extended,,Married,China,0.01240694789081886,Employed,
Bachelor,,Abu Dhabi,Married,India,0.01240694789081886,,F
,Basic,Sharjah,Single,,0.01240694789081886,Employed,M
Bachelor,,Abu Dhabi,Married,India,0.01240694789081886,,M
Bachelor,,Abu Dhabi,Single,,0.01240694789081886,Employed,M
Bachelor,Extended,,Married,Pakistan,0.01240694789081886,,F
High School or Below,Basic,Sharjah,Single,,0.01240694789081886,Employed,
High School or Below,Basic,Sharjah,,India,0.01240694789081886,Employed,
Master,,Abu Dhabi,Single,,0.01240694789081886,Employed,M
Bachelor,Basic,Abu Dhabi,,India,0.01240694789081886,,F
Bachelor,,Sharjah,Divorced,,0.01240694789081886,Employed,M
Bachelor,Basic,,Married,Philipines,0.01240694789081886,,F
Bachelor,,Abu Dhabi,Divorced,UAE,0.01240694789081886,Employed,
Bachelor,Basic,,Single,,0.01240694789081886,Employed,F
Bachelor,,Abu Dhabi,Married,Pakistan,0.01240694789081886,,M
Bachelor,Extended,,,India,0.01240694789081886,Employed,F
,Basic,Sharjah,Married,China,0.01240694789081886,,M
Bachelor,,Sharjah,,Philipines,0.01240694789081886,Employed,F
Bachelor,Basic,Sharjah,Married,Philipines,0.01240694789081886,,
,Extended,Sharjah,Married,China,0.01240694789081886,Employed,
Bachelor,Basic,,Married,China,0.01240694789081886,,M
Bachelor,Extended,Abu Dhabi,Married,Pakistan,0.01240694789081886,,
Bachelor,Basic,Sharjah,Married,,0.01240694789081886,,M
Bachelor,Basic,Sharjah,Married,India,0.01240694789081886,,
Bachelor,Basic,Sharjah,,India,0.01240694789081886,,M
Bachelor,Basic,,,China,0.01240694789081886,Employed,M
Master,,Abu Dhabi,,India,0.01240694789081886,Employed,M
,,Abu Dhabi,Divorced,Pakistan,0.01240694789081886,Employed,F
Master,,Abu Dhabi,Single,India,0.01240694789081886,Employed,
,Basic,Abu Dhabi,Married,India,0.01240694789081886,,M
Bachelor,Premium,Abu Dhabi,Divorced,,0.01240694789081886,Employed,
High School or Below,,Abu Dhabi,Married,India,0.01240694789081886,,F
College,,Sharjah,Married,India,0.01240694789081886,,M
College,Extended,Sharjah,Married,,0.01240694789081886,,M
,Extended,Abu Dhabi,,India,0.01240694789081886,Employed,F
High School or Below,Basic,Abu Dhabi,Married,,0.01240694789081886,,M
College,Basic,Sharjah,Married,India,0.01240694789081886,,
College,Basic,,Single,,0.01240694789081886,Employed,F
High School or Below,Basic,,,Philipines,0.01240694789081886,Employed,F
College,,Sharjah,Divorced,India,0.01240694789081886,Employed,
College,,Sharjah,Divorced,,0.01240694789081886,Employed,M
High School or Below,Basic,Abu Dhabi,Single,,0.01240694789081886,Employed,
College,Extended,Sharjah,Divorced,,0.01240694789081886,Employed,
,Basic,Abu Dhabi,,Other,0.01240694789081886,Employed,M
College,,Sharjah,,Pakistan,0.01240694789081886,Employed,M
College,Extended,Sharjah,,Pakistan,0.01240694789081886,Employed,
,Basic,Abu Dhabi,,China,0.01240694789081886,Employed,F
,Premium,Abu Dhabi,Divorced,UAE,0.01240694789081886,,F
,Premium,Abu Dhabi,Divorced,,0.01240694789081886,Employed,F
,Premium,Abu Dhabi,Single,UAE,0.01240694789081886,Employed,
,Extended,Abu Dhabi,Divorced,Pakistan,0.01240694789081886,Employed,
,,Abu Dhabi,Divorced,Pakistan,0.01240694789081886,Employed,M
Doctor,Basic,,Married,,0.01240694789081886,Employed,F
Doctor,Basic,Abu Dhabi,,,0.01240694789081886,Employed,F
High School or Below,Extended,Dubai,,India,0.01240694789081886,Employed,
High School or Below,Extended,Dubai,,India,0.01240694789081886,,M
,Extended,Dubai,,Philipines,0.01240694789081886,Employed,M
High School or Below,Extended,Dubai,Married,India,0.01240694789081886,,
,Extended,Dubai,Married,Philipines,0.01240694789081886,Employed,
,Basic,Abu Dhabi,Married,Pakistan,0.01240694789081886,,M
,Extended,Dubai,Married,Philipines,0.01240694789081886,,M
,,Abu Dhabi,Divorced,UAE,0.01240694789081886,Employed,F
High School or Below,Premium,,Married,,0.01240694789081886,Employed,M
High School or Below,Premium,,Married,UAE,0.01240694789081886,,M
,Premium,Sharjah,,UAE,0.01240694789081886,Employed,F
,Extended,Abu Dhabi,Married,India,0.01240694789081886,,M
College,Basic,Sharjah,,Pakistan,0.01240694789081886,,F
High School or Below,,Abu Dhabi,Married,Philipines,0.01240694789081886,Employed,
,Basic,,Single,Pakistan,0.01240694789081886,Employed,M
College,,Dubai,Married,Pakistan,0.01240694789081886,Employed,
College,,Dubai,Married,Pakistan,0.01240694789081886,,M
,Basic,Abu Dhabi,Divorced,Pakistan,0.01240694789081886,Employed,
Master,,Sharjah,Married,India,0.01240694789081886,Employed,
High School or Below,,Sharjah,Married,Pakistan,0.01240694789081886,Employed,
,,Sharjah,Married,Pakistan,0.01240694789081886,Employed,M
,Basic,Sharjah,Divorced,,0.01240694789081886,Employed,F
,Extended,Sharjah,Divorced,,0.01240694789081886,Employed,F
,Basic,Sharjah,Divorced,India,0.01240694789081886,,M
Master,Basic,Sharjah,,China,0.01240694789081886,Employed,
Master,Basic,,Single,India,0.01240694789081886,Employed,
Master,Basic,,,India,0.01240694789081886,Employed,M
,Basic,,Married,China,0.01240694789081886,Employed,F
,Basic,Sharjah,Married,Other,0.01240694789081886,,F
Master,Basic,Sharjah,Married,Philipines,0.01240694789081886,,
High School or Below,Extended,,Married,Pakistan,0.01240694789081886,,M
College,,Dubai,,Pakistan,0.01240694789081886,Employed,M
,,Abu Dhabi,Married,Philipines,0.01240694789081886,Employed,M
College,,Dubai,Married,China,0.01240694789081886,,M
College,,Abu Dhabi,Single,India,0.01240694789081886,Employed,
High School or Below,Extended,Abu Dhabi,,,0.01240694789081886,Employed,M
,,Abu Dhabi,Single,India,0.01240694789081886,Employed,M
,Basic,,Divorced,Pakistan,0.01240694789081886,Employed,M
High School or Below,Basic,,Married,Pakistan,0.01240694789081886,,F
College,Basic,Abu Dhabi,Single,,0.01240694789081886,Employed,
College,Basic,Abu Dhabi,,India,0.01240694789081886,Employed,
,Basic,,Single,Pakistan,0.01240694789081886,Employed,F
College,,Abu Dhabi,Married,India,0.01240694789081886,,F
College,Extended,Abu Dhabi,,Pakistan,0.01240694789081886,Employed,
High School or Below,,Sharjah,,Pakistan,0.01240694789081886,Employed,F
High School or Below,,,Single,Pakistan,0.01240694789081886,Employed,F
College,Extended,Abu Dhabi,,Pakistan,0.01240694789081886,,F
College,,Dubai,,China,0.01240694789081886,Employed,M
College,,Dubai,Married,China,0.01240694789081886,Employed,
Bachelor,Premium,Abu Dhabi,Divorced,UAE,0.01240694789081886,,
